Old County and GOR etc,Species,Mean,Rank,% gardens,
Haringey,Green_woodpecker,0.00,38,0.4,
Haringey,Lesser_black_backed_gull,0.00,39,0.4,
Haringey,Pied_wagtail,0.00,40,0.4,
Haringey,Barn_owl,0.00,41,0.0,
Haringey,Black_redstart,0.00,42,0.0,
Haringey,Brambling,0.00,43,0.0,
Haringey,Buzzard,0.00,44,0.0,
Haringey,Corn_bunting,0.00,45,0.0,
Haringey,Gadwall,0.00,46,0.0,
Haringey,Great_black_backed_gull,0.00,47,0.0,
Haringey,Great_crested_grebe,0.00,48,0.0,
Haringey,Grey_heron,0.00,49,0.0,
Haringey,Grey_partridge,0.00,50,0.0,
Haringey,Grey_wagtail,0.00,51,0.0,
Haringey,Hooded_crow,0.00,52,0.0,
Haringey,Kestrel,0.00,53,0.0,
Haringey,Lapwing,0.00,54,0.0,
Haringey,Lesser_spotted_woodpecker,0.00,55,0.0,
Haringey,Linnet,0.00,56,0.0,
Haringey,Little_owl,0.00,57,0.0,
Haringey,Meadow_pipit,0.00,58,0.0,
Haringey,Mistle_thrush,0.00,59,0.0,
Haringey,Moorhen,0.00,60,0.0,
Haringey,Mute_swan,0.00,61,0.0,
Haringey,Pheasant,0.00,62,0.0,
Haringey,Raven,0.00,63,0.0,
Haringey,Red_kite,0.00,64,0.0,
Haringey,Red_legged_partridge,0.00,65,0.0,
Haringey,Redpoll,0.00,66,0.0,
Haringey,Reed_bunting,0.00,67,0.0,
Haringey,Siskin,0.00,68,0.0,
Haringey,Skylark,0.00,69,0.0,
Haringey,Stock_dove,0.00,70,0.0,
Haringey,Tawny_owl,0.00,71,0.0,
Haringey,Teal,0.00,72,0.0,
Haringey,Tree_sparrow,0.00,73,0.0,
Haringey,Treecreeper,0.00,74,0.0,
Haringey,Tufted_duck,0.00,75,0.0,
Haringey,Waxwing,0.00,76,0.0,
Haringey,Wigeon,0.00,77,0.0,
Haringey,Willow_tit,0.00,78,0.0,
Haringey,Yellowhammer,0.00,79,0.0,
Harrow,Woodpigeon,2.61,1,82.5,
Harrow,Blue_tit,2.26,2,79.9,
Harrow,Starling,1.70,3,35.9,
Harrow,Magpie,1.59,4,71.4,
Harrow,House_sparrow,1.51,5,36.1,
Harrow,Blackbird,1.48,6,77.3,
Harrow,Great_tit,1.47,7,64.3,
Harrow,Robin,1.44,8,86.3,
Harrow,Feral_pigeon,1.24,9,33.3,
Harrow,Goldfinch,1.20,10,26.0,
Harrow,Carrion_crow,0.80,11,36.5,
Harrow,Long_tailed_tit,0.79,12,24.2,
Harrow,Dunnock,0.66,13,40.2,
Harrow,Coal_tit,0.60,14,33.5,
Harrow,Chaffinch,0.51,15,26.8,
Harrow,Collared_dove,0.50,16,23.4,
Harrow,Common_gull,0.43,17,12.0,
Harrow,Jay,0.29,18,21.6,
Harrow,Wren,0.26,19,21.6,
Harrow,Ring_necked_parakeet,0.21,20,8.2,
Harrow,Great_spotted_woodpecker,0.16,21,14.6,
Harrow,Greenfinch,0.16,22,7.7,
Harrow,Jackdaw,0.09,23,5.0,
Harrow,Nuthatch,0.08,24,6.4,
Harrow,Redwing,0.07,25,2.6,
Harrow,Goldcrest,0.05,26,4.1,
Harrow,Blackcap,0.04,27,3.5,
Harrow,Siskin,0.04,28,1.5,
Harrow,Black_headed_gull ,0.04,29,1.2,
Harrow,Green_woodpecker,0.03,30,2.9,
Harrow,Rook,0.03,31,1.8,
Harrow,Fieldfare,0.02,32,1.5,
Harrow,Song_thrush,0.02,33,1.8,
Harrow,Grey_heron,0.02,34,1.8,
Harrow,Herring_gull,0.01,35,0.9,
Harrow,Redpoll,0.01,36,0.3,
Harrow,Bullfinch,0.01,37,0.6,
Harrow,Sparrowhawk,0.01,38,0.9,
Harrow,Pied_wagtail,0.01,39,0.3,
Harrow,Mistle_thrush,0.01,40,0.6,
Harrow,Brambling,0.00,41,0.3,
Harrow,Grey_wagtail,0.00,42,0.3,
Harrow,Red_kite,0.00,43,0.3,
Harrow,Barn_owl,0.00,44,0.0,
Harrow,Black_redstart,0.00,45,0.0,
Harrow,Buzzard,0.00,46,0.0,
Harrow,Chiffchaff,0.00,47,0.0,
Harrow,Corn_bunting,0.00,48,0.0,
Harrow,Gadwall,0.00,49,0.0,
Harrow,Great_black_backed_gull,0.00,50,0.0,
Harrow,Great_crested_grebe,0.00,51,0.0,
Harrow,Grey_partridge,0.00,52,0.0,
Harrow,Hooded_crow,0.00,53,0.0,
Harrow,Kestrel,0.00,54,0.0,
Harrow,Lapwing,0.00,55,0.0,
Harrow,Lesser_black_backed_gull,0.00,56,0.0,
Harrow,Lesser_spotted_woodpecker,0.00,57,0.0,
Harrow,Linnet,0.00,58,0.0,
Harrow,Little_owl,0.00,59,0.0,
Harrow,Mallard,0.00,60,0.0,
Harrow,Marsh_tit,0.00,61,0.0,
Harrow,Meadow_pipit,0.00,62,0.0,
Harrow,Moorhen,0.00,63,0.0,
Harrow,Mute_swan,0.00,64,0.0,
Harrow,Pheasant,0.00,65,0.0,
Harrow,Raven,0.00,66,0.0,
Harrow,Red_legged_partridge,0.00,67,0.0,
Harrow,Reed_bunting,0.00,68,0.0,
Harrow,Skylark,0.00,69,0.0,
Harrow,Stock_dove,0.00,70,0.0,
Harrow,Tawny_owl,0.00,71,0.0,
Harrow,Teal,0.00,72,0.0,
Harrow,Tree_sparrow,0.00,73,0.0,
Harrow,Treecreeper,0.00,74,0.0,
Harrow,Tufted_duck,0.00,75,0.0,
Harrow,Waxwing,0.00,76,0.0,
Harrow,Wigeon,0.00,77,0.0,
Harrow,Willow_tit,0.00,78,0.0,
Harrow,Yellowhammer,0.00,79,0.0,
Havering,House_sparrow,4.91,1,66.0,
Havering,Starling,4.39,2,57.0,
Havering,Woodpigeon,3.32,3,88.0,
Havering,Blue_tit,2.30,4,74.0,
Havering,Blackbird,1.61,5,76.9,
Havering,Magpie,1.58,6,69.6,
Havering,Feral_pigeon,1.49,7,33.8,
Havering,Robin,1.32,8,81.3,
Havering,Collared_dove,1.29,9,53.9,
Havering,Great_tit,1.28,10,49.6,
Havering,Goldfinch,1.02,11,22.4,
Havering,Carrion_crow,0.72,12,33.2,
Havering,Chaffinch,0.68,13,25.3,
Havering,Long_tailed_tit,0.66,14,18.1,
Havering,Dunnock,0.47,15,28.8,
Havering,Common_gull,0.33,16,9.5,
Havering,Coal_tit,0.22,17,11.8,
Havering,Wren,0.21,18,18.4,
Havering,Greenfinch,0.21,19,8.0,
Havering,Jay,0.14,20,9.7,
Havering,Great_spotted_woodpecker,0.12,21,9.8,
Havering,Jackdaw,0.11,22,4.2,
Havering,Ring_necked_parakeet,0.06,23,1.6,
Havering,Black_headed_gull ,0.04,24,0.7,
Havering,Rook,0.03,25,1.1,
Havering,Blackcap,0.02,26,2.2,
Havering,Green_woodpecker,0.02,27,2.2,
Havering,Bullfinch,0.02,28,1.5,
Havering,Goldcrest,0.01,29,1.3,
Havering,Song_thrush,0.01,30,0.9,
Havering,Grey_wagtail,0.01,31,0.9,
Havering,Pheasant,0.01,32,0.7,
Havering,Sparrowhawk,0.01,33,0.7,
Havering,Tree_sparrow,0.01,34,0.4,
Havering,Grey_heron,0.01,35,0.5,
Havering,Lesser_black_backed_gull,0.01,36,0.5,
Havering,Fieldfare,0.00,37,0.4,
Havering,Herring_gull,0.00,38,0.4,
Havering,Redwing,0.00,39,0.2,
Havering,Buzzard,0.00,40,0.2,
Havering,Kestrel,0.00,41,0.2,
Havering,Mistle_thrush,0.00,42,0.2,
Havering,Moorhen,0.00,43,0.2,
Havering,Nuthatch,0.00,44,0.2,
Havering,Raven,0.00,45,0.2,
Havering,Siskin,0.00,46,0.2,
Havering,Tufted_duck,0.00,47,0.2,
Havering,Willow_tit,0.00,48,0.2,
Havering,Barn_owl,0.00,49,0.0,
Havering,Black_redstart,0.00,50,0.0,
Havering,Brambling,0.00,51,0.0,
Havering,Chiffchaff,0.00,52,0.0,
Havering,Corn_bunting,0.00,53,0.0,
Havering,Gadwall,0.00,54,0.0,
Havering,Great_black_backed_gull,0.00,55,0.0,
Havering,Great_crested_grebe,0.00,56,0.0,
Havering,Grey_partridge,0.00,57,0.0,
Havering,Hooded_crow,0.00,58,0.0,
Havering,Lapwing,0.00,59,0.0,
Havering,Lesser_spotted_woodpecker,0.00,60,0.0,
Havering,Linnet,0.00,61,0.0,
Havering,Little_owl,0.00,62,0.0,
Havering,Mallard,0.00,63,0.0,
Havering,Marsh_tit,0.00,64,0.0,
Havering,Meadow_pipit,0.00,65,0.0,
Havering,Mute_swan,0.00,66,0.0,
Havering,Pied_wagtail,0.00,67,0.0,
Havering,Red_kite,0.00,68,0.0,
Havering,Red_legged_partridge,0.00,69,0.0,
Havering,Redpoll,0.00,70,0.0,
Havering,Reed_bunting,0.00,71,0.0,
Havering,Skylark,0.00,72,0.0,
Havering,Stock_dove,0.00,73,0.0,
Havering,Tawny_owl,0.00,74,0.0,
Havering,Teal,0.00,75,0.0,
Havering,Treecreeper,0.00,76,0.0,
Havering,Waxwing,0.00,77,0.0,
Havering,Wigeon,0.00,78,0.0,
Havering,Yellowhammer,0.00,79,0.0,
"Herefordshire, County of",House_sparrow,5.78,1,77.1,
"Herefordshire, County of",Blue_tit,4.05,2,88.9,
"Herefordshire, County of",Blackbird,2.58,3,92.8,
"Herefordshire, County of",Long_tailed_tit,2.26,4,45.1,
"Herefordshire, County of",Great_tit,2.17,5,73.2,
"Herefordshire, County of",Goldfinch,1.90,6,37.4,
"Herefordshire, County of",Chaffinch,1.87,7,57.2,
"Herefordshire, County of",Woodpigeon,1.81,8,70.7,
"Herefordshire, County of",Robin,1.63,9,89.8,
"Herefordshire, County of",Dunnock,1.27,10,58.7,
"Herefordshire, County of",Starling,1.24,11,20.9,
"Herefordshire, County of",Coal_tit,1.08,12,54.3,
"Herefordshire, County of",Magpie,0.85,13,45.7,
"Herefordshire, County of",Collared_dove,0.77,14,36.5,
"Herefordshire, County of",Greenfinch,0.73,15,28.1,
"Herefordshire, County of",Carrion_crow,0.71,16,30.2,
"Herefordshire, County of",Jackdaw,0.70,17,19.9,
"Herefordshire, County of",Pheasant,0.65,18,28.7,
"Herefordshire, County of",Great_spotted_woodpecker,0.50,19,39.7,
"Herefordshire, County of",Wren,0.46,20,39.6,
"Herefordshire, County of",Feral_pigeon,0.42,21,12.1,
"Herefordshire, County of",Rook,0.24,22,5.3,
"Herefordshire, County of",Nuthatch,0.19,23,13.7,
"Herefordshire, County of",Siskin,0.15,24,5.4,
"Herefordshire, County of",Bullfinch,0.11,25,6.0,
"Herefordshire, County of",Fieldfare,0.09,26,3.0,
"Herefordshire, County of",Jay,0.09,27,7.1,
"Herefordshire, County of",Blackcap,0.06,28,4.3,
"Herefordshire, County of",Song_thrush,0.05,29,4.4,
"Herefordshire, County of",Buzzard,0.05,30,3.7,
"Herefordshire, County of",Common_gull,0.05,31,1.6,
"Herefordshire, County of",Redpoll,0.03,32,1.5,
"Herefordshire, County of",Redwing,0.03,33,1.0,
"Herefordshire, County of",Mistle_thrush,0.03,34,2.6,
"Herefordshire, County of",Sparrowhawk,0.03,35,2.7,
"Herefordshire, County of",Marsh_tit,0.02,36,1.8,
"Herefordshire, County of",Tree_sparrow,0.02,37,0.7,
"Herefordshire, County of",Brambling,0.02,38,1.2,
"Herefordshire, County of",Treecreeper,0.01,39,1.1,
"Herefordshire, County of",Goldcrest,0.01,40,0.8,
"Herefordshire, County of",Green_woodpecker,0.01,41,1.0,
"Herefordshire, County of",Mallard,0.01,42,0.3,
"Herefordshire, County of",Yellowhammer,0.01,43,0.5,
"Herefordshire, County of",Red_kite,0.01,44,0.5,
"Herefordshire, County of",Pied_wagtail,0.00,45,0.4,
"Herefordshire, County of",Willow_tit,0.00,46,0.4,
"Herefordshire, County of",Kestrel,0.00,47,0.3,
"Herefordshire, County of",Stock_dove,0.00,48,0.1,
"Herefordshire, County of",Grey_heron,0.00,49,0.1,
"Herefordshire, County of",Grey_wagtail,0.00,50,0.1,
"Herefordshire, County of",Barn_owl,0.00,51,0.0,
"Herefordshire, County of",Black_headed_gull ,0.00,52,0.0,
"Herefordshire, County of",Black_redstart,0.00,53,0.0,
"Herefordshire, County of",Chiffchaff,0.00,54,0.0,
"Herefordshire, County of",Corn_bunting,0.00,55,0.0,
"Herefordshire, County of",Gadwall,0.00,56,0.0,
"Herefordshire, County of",Great_black_backed_gull,0.00,57,0.0,
"Herefordshire, County of",Great_crested_grebe,0.00,58,0.0,
"Herefordshire, County of",Grey_partridge,0.00,59,0.0,
"Herefordshire, County of",Herring_gull,0.00,60,0.0,
"Herefordshire, County of",Hooded_crow,0.00,61,0.0,
"Herefordshire, County of",Lapwing,0.00,62,0.0,
"Herefordshire, County of",Lesser_black_backed_gull,0.00,63,0.0,
"Herefordshire, County of",Lesser_spotted_woodpecker,0.00,64,0.0,
"Herefordshire, County of",Linnet,0.00,65,0.0,
"Herefordshire, County of",Little_owl,0.00,66,0.0,
"Herefordshire, County of",Meadow_pipit,0.00,67,0.0,
"Herefordshire, County of",Moorhen,0.00,68,0.0,
"Herefordshire, County of",Mute_swan,0.00,69,0.0,
"Herefordshire, County of",Raven,0.00,70,0.0,
"Herefordshire, County of",Red_legged_partridge,0.00,71,0.0,
"Herefordshire, County of",Reed_bunting,0.00,72,0.0,
"Herefordshire, County of",Ring_necked_parakeet,0.00,73,0.0,
"Herefordshire, County of",Skylark,0.00,74,0.0,
"Herefordshire, County of",Tawny_owl,0.00,75,0.0,
"Herefordshire, County of",Teal,0.00,76,0.0,
"Herefordshire, County of",Tufted_duck,0.00,77,0.0,
"Herefordshire, County of",Waxwing,0.00,78,0.0,
"Herefordshire, County of",Wigeon,0.00,79,0.0,
Hertfordshire,Blue_tit,2.87,1,84.0,
Hertfordshire,Woodpigeon,2.77,2,85.7,
Hertfordshire,House_sparrow,2.49,3,47.5,
Hertfordshire,Blackbird,2.13,4,86.3,
Hertfordshire,Starling,1.99,5,36.8,
Hertfordshire,Great_tit,1.45,6,59.6,
Hertfordshire,Robin,1.42,7,84.6,
Hertfordshire,Goldfinch,1.28,8,29.2,
Hertfordshire,Magpie,1.25,9,60.4,
Hertfordshire,Chaffinch,1.12,10,40.7,
Hertfordshire,Collared_dove,1.04,11,42.9,
Hertfordshire,Long_tailed_tit,0.88,12,25.8,
Hertfordshire,Dunnock,0.87,13,47.7,
Hertfordshire,Jackdaw,0.64,14,18.3,
Hertfordshire,Carrion_crow,0.60,15,25.8,
Hertfordshire,Feral_pigeon,0.54,16,16.0,
Hertfordshire,Coal_tit,0.53,17,30.6,
Hertfordshire,Greenfinch,0.47,18,17.9,
Hertfordshire,Wren,0.26,19,23.1,
Hertfordshire,Common_gull,0.23,20,6.1,
Hertfordshire,Great_spotted_woodpecker,0.16,21,14.5,
Hertfordshire,Jay,0.16,22,11.7,
Hertfordshire,Pheasant,0.12,23,5.6,
Hertfordshire,Rook,0.12,24,3.4,
Hertfordshire,Bullfinch,0.07,25,3.8,
Hertfordshire,Nuthatch,0.06,26,4.7,
Hertfordshire,Siskin,0.04,27,1.4,
Hertfordshire,Song_thrush,0.04,28,3.5,
Hertfordshire,Red_kite,0.04,29,2.8,
Hertfordshire,Blackcap,0.02,30,2.1,
Hertfordshire,Black_headed_gull ,0.02,31,0.8,
Hertfordshire,Goldcrest,0.02,32,2.0,
Hertfordshire,Ring_necked_parakeet,0.02,33,0.8,
Hertfordshire,Green_woodpecker,0.02,34,1.9,
Hertfordshire,Redwing,0.02,35,0.9,
Hertfordshire,Fieldfare,0.02,36,0.7,
Hertfordshire,Mallard,0.01,37,0.5,
Hertfordshire,Redpoll,0.01,38,0.5,
Hertfordshire,Sparrowhawk,0.01,39,1.0,
Hertfordshire,Pied_wagtail,0.01,40,0.7,
Hertfordshire,Moorhen,0.01,41,0.5,
Hertfordshire,Grey_heron,0.01,42,0.6,
Hertfordshire,Mistle_thrush,0.01,43,0.5,
Hertfordshire,Stock_dove,0.00,44,0.3,
Hertfordshire,Tree_sparrow,0.00,45,0.1,
Hertfordshire,Reed_bunting,0.00,46,0.3,
Hertfordshire,Herring_gull,0.00,47,0.1,
Hertfordshire,Brambling,0.00,48,0.2,
Hertfordshire,Buzzard,0.00,49,0.3,
Hertfordshire,Grey_wagtail,0.00,50,0.2,
Hertfordshire,Treecreeper,0.00,51,0.2,
Hertfordshire,Yellowhammer,0.00,52,0.1,
Hertfordshire,Kestrel,0.00,53,0.2,
Hertfordshire,Marsh_tit,0.00,54,0.1,
Hertfordshire,Lesser_spotted_woodpecker,0.00,55,0.1,
Hertfordshire,Willow_tit,0.00,56,0.0,
Hertfordshire,Linnet,0.00,57,0.0,
Hertfordshire,Great_black_backed_gull,0.00,58,0.0,
Hertfordshire,Lesser_black_backed_gull,0.00,59,0.0,
Hertfordshire,Little_owl,0.00,60,0.0,
Hertfordshire,Red_legged_partridge,0.00,61,0.0,
Hertfordshire,Chiffchaff,0.00,62,0.0,
Hertfordshire,Raven,0.00,63,0.0,
Hertfordshire,Barn_owl,0.00,64,0.0,
Hertfordshire,Corn_bunting,0.00,65,0.0,
Hertfordshire,Hooded_crow,0.00,66,0.0,
Hertfordshire,Black_redstart,0.00,67,0.0,
Hertfordshire,Gadwall,0.00,68,0.0,
Hertfordshire,Great_crested_grebe,0.00,69,0.0,
Hertfordshire,Grey_partridge,0.00,70,0.0,
Hertfordshire,Lapwing,0.00,71,0.0,
Hertfordshire,Meadow_pipit,0.00,72,0.0,
Hertfordshire,Mute_swan,0.00,73,0.0,
Hertfordshire,Skylark,0.00,74,0.0,
Hertfordshire,Tawny_owl,0.00,75,0.0,
Hertfordshire,Teal,0.00,76,0.0,
Hertfordshire,Tufted_duck,0.00,77,0.0,
Hertfordshire,Waxwing,0.00,78,0.0,
Hertfordshire,Wigeon,0.00,79,0.0,
Highland,Chaffinch,8.36,1,82.5,
Highland,House_sparrow,6.68,2,74.5,
Highland,Starling,3.39,3,39.6,
Highland,Blackbird,3.37,4,92.3,
Highland,Blue_tit,2.66,5,78.9,
Highland,Great_tit,1.94,6,66.0,
Highland,Robin,1.84,7,95.1,
Highland,Goldfinch,1.80,8,34.0,
Highland,Coal_tit,1.73,9,56.1,
Highland,Long_tailed_tit,1.30,10,19.4,
Highland,Greenfinch,1.21,11,34.3,
Highland,Dunnock,1.20,12,58.3,
Highland,Woodpigeon,1.13,13,38.9,
Highland,Collared_dove,1.02,14,37.6,
Highland,Carrion_crow,0.74,15,24.6,
Highland,Jackdaw,0.70,16,18.5,
Highland,Feral_pigeon,0.55,17,11.3,
Highland,Rook,0.48,18,11.3,
Highland,Common_gull,0.38,19,11.6,
Highland,Pheasant,0.34,20,16.6,
Highland,Siskin,0.32,21,10.2,
Highland,Great_spotted_woodpecker,0.26,22,19.2,
Highland,Wren,0.24,23,18.9,
Highland,Bullfinch,0.10,24,4.9,
Highland,Herring_gull,0.10,25,3.7,
Highland,Jay,0.06,26,3.4,
Highland,Tree_sparrow,0.06,27,1.7,
Highland,Song_thrush,0.04,28,3.8,
Highland,Yellowhammer,0.04,29,2.1,
Highland,Sparrowhawk,0.03,30,3.3,
Highland,Treecreeper,0.03,31,2.7,
Highland,Brambling,0.03,32,2.0,
Highland,Fieldfare,0.03,33,1.3,
Highland,Hooded_crow,0.02,34,2.2,
Highland,Magpie,0.02,35,1.0,
Highland,Buzzard,0.02,36,1.5,
Highland,Mistle_thrush,0.02,37,1.4,
Highland,Redpoll,0.01,38,0.8,
Highland,Goldcrest,0.01,39,1.1,
Highland,Red_kite,0.01,40,0.8,
Highland,Redwing,0.01,41,0.5,
Highland,Mallard,0.01,42,0.5,
Highland,Blackcap,0.01,43,0.6,
Highland,Black_headed_gull ,0.01,44,0.5,
Highland,Reed_bunting,0.01,45,0.5,
Highland,Grey_heron,0.00,46,0.5,
Highland,Pied_wagtail,0.00,47,0.3,
Highland,Red_legged_partridge,0.00,48,0.3,
Highland,Raven,0.00,49,0.3,
Highland,Kestrel,0.00,50,0.3,
Highland,Lesser_spotted_woodpecker,0.00,51,0.2,
Highland,Moorhen,0.00,52,0.1,
Highland,Barn_owl,0.00,53,0.1,
Highland,Grey_partridge,0.00,54,0.1,
Highland,Meadow_pipit,0.00,55,0.1,
Highland,Mute_swan,0.00,56,0.1,
Highland,Nuthatch,0.00,57,0.1,
Highland,Black_redstart,0.00,58,0.0,
Highland,Chiffchaff,0.00,59,0.0,
Highland,Corn_bunting,0.00,60,0.0,
Highland,Gadwall,0.00,61,0.0,
Highland,Great_black_backed_gull,0.00,62,0.0,
Highland,Great_crested_grebe,0.00,63,0.0,
Highland,Green_woodpecker,0.00,64,0.0,
Highland,Grey_wagtail,0.00,65,0.0,
Highland,Lapwing,0.00,66,0.0,
Highland,Lesser_black_backed_gull,0.00,67,0.0,
Highland,Linnet,0.00,68,0.0,
Highland,Little_owl,0.00,69,0.0,
Highland,Marsh_tit,0.00,70,0.0,
Highland,Ring_necked_parakeet,0.00,71,0.0,
Highland,Skylark,0.00,72,0.0,
Highland,Stock_dove,0.00,73,0.0,
Highland,Tawny_owl,0.00,74,0.0,
Highland,Teal,0.00,75,0.0,
Highland,Tufted_duck,0.00,76,0.0,
Highland,Waxwing,0.00,77,0.0,
Highland,Wigeon,0.00,78,0.0,
Highland,Willow_tit,0.00,79,0.0,
Hillingdon,Starling,3.11,1,51.8,
Hillingdon,Woodpigeon,2.76,2,85.4,
Hillingdon,Blue_tit,2.59,3,81.9,
Hillingdon,House_sparrow,2.42,4,47.5,
Hillingdon,Goldfinch,1.67,5,35.2,
Hillingdon,Feral_pigeon,1.57,6,35.0,
Hillingdon,Robin,1.53,7,88.7,
Hillingdon,Magpie,1.46,8,65.1,
Hillingdon,Blackbird,1.44,9,74.9,
Hillingdon,Great_tit,1.32,10,56.3,
Hillingdon,Collared_dove,0.94,11,39.0,
Hillingdon,Long_tailed_tit,0.87,12,26.3,
Hillingdon,Common_gull,0.63,13,12.6,
Hillingdon,Carrion_crow,0.63,14,26.4,
Hillingdon,Dunnock,0.57,15,34.9,
Hillingdon,Chaffinch,0.52,16,22.9,
Hillingdon,Coal_tit,0.49,17,24.6,
Hillingdon,Greenfinch,0.28,18,12.1,
Hillingdon,Ring_necked_parakeet,0.26,19,9.6,
Hillingdon,Wren,0.23,20,20.4,
Hillingdon,Jay,0.22,21,16.3,
Hillingdon,Jackdaw,0.19,22,6.4,
Hillingdon,Great_spotted_woodpecker,0.18,23,16.3,
Hillingdon,Redwing,0.08,24,3.7,
Hillingdon,Blackcap,0.04,25,3.3,
Hillingdon,Nuthatch,0.04,26,3.1,
Hillingdon,Rook,0.03,27,1.9,
Hillingdon,Goldcrest,0.03,28,1.9,
Hillingdon,Black_headed_gull ,0.02,29,0.6,
Hillingdon,Song_thrush,0.02,30,2.1,
Hillingdon,Fieldfare,0.02,31,0.8,
Hillingdon,Red_kite,0.02,32,1.2,
Hillingdon,Herring_gull,0.02,33,0.6,
Hillingdon,Siskin,0.02,34,0.6,
Hillingdon,Green_woodpecker,0.01,35,1.2,
Hillingdon,Sparrowhawk,0.01,36,1.2,
Hillingdon,Tree_sparrow,0.01,37,0.4,
Hillingdon,Stock_dove,0.01,38,0.6,
Hillingdon,Mallard,0.01,39,0.4,
Hillingdon,Bullfinch,0.01,40,0.8,
Hillingdon,Grey_heron,0.01,41,0.8,
Hillingdon,Mistle_thrush,0.01,42,0.6,
Hillingdon,Grey_wagtail,0.01,43,0.6,
Hillingdon,Pied_wagtail,0.00,44,0.2,
Hillingdon,Mute_swan,0.00,45,0.2,
Hillingdon,Kestrel,0.00,46,0.2,
Hillingdon,Little_owl,0.00,47,0.2,
Hillingdon,Pheasant,0.00,48,0.2,
Hillingdon,Reed_bunting,0.00,49,0.2,
Hillingdon,Barn_owl,0.00,50,0.0,
Hillingdon,Black_redstart,0.00,51,0.0,
Hillingdon,Brambling,0.00,52,0.0,
Hillingdon,Buzzard,0.00,53,0.0,
Hillingdon,Chiffchaff,0.00,54,0.0,
Hillingdon,Corn_bunting,0.00,55,0.0,
Hillingdon,Gadwall,0.00,56,0.0,
Hillingdon,Great_black_backed_gull,0.00,57,0.0,
Hillingdon,Great_crested_grebe,0.00,58,0.0,
Hillingdon,Grey_partridge,0.00,59,0.0,
Hillingdon,Hooded_crow,0.00,60,0.0,
Hillingdon,Lapwing,0.00,61,0.0,
Hillingdon,Lesser_black_backed_gull,0.00,62,0.0,
Hillingdon,Lesser_spotted_woodpecker,0.00,63,0.0,
Hillingdon,Linnet,0.00,64,0.0,
Hillingdon,Marsh_tit,0.00,65,0.0,
Hillingdon,Meadow_pipit,0.00,66,0.0,
Hillingdon,Moorhen,0.00,67,0.0,
Hillingdon,Raven,0.00,68,0.0,
Hillingdon,Red_legged_partridge,0.00,69,0.0,
Hillingdon,Redpoll,0.00,70,0.0,
Hillingdon,Skylark,0.00,71,0.0,
Hillingdon,Tawny_owl,0.00,72,0.0,
Hillingdon,Teal,0.00,73,0.0,
Hillingdon,Treecreeper,0.00,74,0.0,
Hillingdon,Tufted_duck,0.00,75,0.0,
Hillingdon,Waxwing,0.00,76,0.0,
Hillingdon,Wigeon,0.00,77,0.0,
Hillingdon,Willow_tit,0.00,78,0.0,
Hillingdon,Yellowhammer,0.00,79,0.0,
Hounslow,Starling,3.03,1,47.8,
Hounslow,Woodpigeon,2.45,2,78.8,
Hounslow,House_sparrow,2.26,3,41.3,
Hounslow,Blue_tit,2.13,4,73.6,
Hounslow,Feral_pigeon,2.11,5,45.5,
Hounslow,Goldfinch,1.91,6,34.6,
Hounslow,Great_tit,1.51,7,57.1,
Hounslow,Robin,1.32,8,81.9,
Hounslow,Blackbird,1.25,9,63.3,
Hounslow,Magpie,1.24,10,60.2,
Hounslow,Collared_dove,0.85,11,35.4,
Hounslow,Long_tailed_tit,0.71,12,22.2,
Hounslow,Dunnock,0.46,13,28.9,
Hounslow,Carrion_crow,0.46,14,22.4,
Hounslow,Coal_tit,0.40,15,21.7,
Hounslow,Ring_necked_parakeet,0.36,16,12.9,
Hounslow,Common_gull,0.28,17,8.8,
Hounslow,Wren,0.27,18,23.5,
Hounslow,Chaffinch,0.27,19,11.1,
Hounslow,Greenfinch,0.20,20,7.8,
Hounslow,Great_spotted_woodpecker,0.17,21,14.5,
Hounslow,Jackdaw,0.08,22,3.9,
Hounslow,Jay,0.07,23,5.9,
Hounslow,Rook,0.05,24,0.8,
Hounslow,Redwing,0.04,25,1.2,
Hounslow,Goldcrest,0.03,26,2.4,
Hounslow,Blackcap,0.02,27,2.0,
Hounslow,Black_headed_gull ,0.02,28,0.8,
Hounslow,Herring_gull,0.02,29,0.8,
Hounslow,Mallard,0.01,30,0.4,
Hounslow,Mistle_thrush,0.01,31,0.8,
Hounslow,Song_thrush,0.01,32,1.2,
Hounslow,Bullfinch,0.01,33,0.8,
Hounslow,Grey_heron,0.01,34,0.8,
Hounslow,Nuthatch,0.01,35,0.8,
Hounslow,Stock_dove,0.01,36,0.4,
Hounslow,Tree_sparrow,0.01,37,0.4,
Hounslow,Green_woodpecker,0.00,38,0.4,
Hounslow,Kestrel,0.00,39,0.4,
Hounslow,Lesser_spotted_woodpecker,0.00,40,0.4,
Hounslow,Pied_wagtail,0.00,41,0.4,
Hounslow,Red_kite,0.00,42,0.4,
Hounslow,Barn_owl,0.00,43,0.0,
Hounslow,Black_redstart,0.00,44,0.0,
Hounslow,Brambling,0.00,45,0.0,
Hounslow,Buzzard,0.00,46,0.0,
Hounslow,Chiffchaff,0.00,47,0.0,
Hounslow,Corn_bunting,0.00,48,0.0,
Hounslow,Fieldfare,0.00,49,0.0,
Hounslow,Gadwall,0.00,50,0.0,
Hounslow,Great_black_backed_gull,0.00,51,0.0,
Hounslow,Great_crested_grebe,0.00,52,0.0,
