country,Region,county,species,Mean,Rank,% of gardens,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Reed_bunting,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Green_woodpecker,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Tree_sparrow,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Lapwing,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Corn_bunting,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Moorhen,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Yellowhammer,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Lesser_spotted_woodpecker,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Skylark,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Marsh_tit,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Grey_heron,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Red_kite,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Little_owl,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Fieldfare,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Stock_dove,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Nuthatch,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Barn_owl,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Pheasant,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Black_redstart,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Red_legged_partridge,0.00,39,0.00,
Scotland,SWSRO,WEST DUNBARTONSHIRE,Redwing,0.00,39,0.00,
Scotland,SWSRO,WEST LOTHIAN,House_Sparrow,4.25,1,65.44,
Scotland,SWSRO,WEST LOTHIAN,Starling,3.87,2,49.87,
Scotland,SWSRO,WEST LOTHIAN,Chaffinch,3.76,3,70.71,
Scotland,SWSRO,WEST LOTHIAN,Blue_Tit,2.89,4,86.21,
Scotland,SWSRO,WEST LOTHIAN,Blackbird,2.53,5,92.86,
Scotland,SWSRO,WEST LOTHIAN,Great_Tit,1.60,6,61.01,
Scotland,SWSRO,WEST LOTHIAN,Robin,1.48,7,93.39,
Scotland,SWSRO,WEST LOTHIAN,Coal_Tit,1.38,8,57.41,
Scotland,SWSRO,WEST LOTHIAN,Greenfinch,1.28,9,36.68,
Scotland,SWSRO,WEST LOTHIAN,Magpie,1.24,10,61.74,
Scotland,SWSRO,WEST LOTHIAN,Dunnock,1.23,11,56.20,
Scotland,SWSRO,WEST LOTHIAN,Goldfinch,1.16,12,21.90,
Scotland,SWSRO,WEST LOTHIAN,Woodpigeon,1.15,13,50.66,
Scotland,SWSRO,WEST LOTHIAN,Long_tailed_tit,1.06,14,17.94,
Scotland,SWSRO,WEST LOTHIAN,Collared_Dove,0.95,15,39.58,
Scotland,SWSRO,WEST LOTHIAN,Carrion_crow,0.57,16,24.37,
Scotland,SWSRO,WEST LOTHIAN,Jackdaw,0.47,17,13.62,
Scotland,SWSRO,WEST LOTHIAN,Wren,0.27,18,23.66,
Scotland,SWSRO,WEST LOTHIAN,Tree_sparrow,0.23,19,5.38,
Scotland,SWSRO,WEST LOTHIAN,Siskin,0.21,20,7.53,
Scotland,SWSRO,WEST LOTHIAN,Common_gull,0.20,21,3.58,
Scotland,SWSRO,WEST LOTHIAN,Great_spotted_woodpecker,0.17,22,13.26,
Scotland,SWSRO,WEST LOTHIAN,Rook,0.15,23,6.45,
Scotland,SWSRO,WEST LOTHIAN,Feral_pigeon,0.14,24,5.73,
Scotland,SWSRO,WEST LOTHIAN,Bullfinch,0.12,25,6.45,
Scotland,SWSRO,WEST LOTHIAN,Song_Thrush,0.11,26,10.04,
Scotland,SWSRO,WEST LOTHIAN,Yellowhammer,0.10,27,3.58,
Scotland,SWSRO,WEST LOTHIAN,Pheasant,0.10,27,4.30,
Scotland,SWSRO,WEST LOTHIAN,Goldcrest,0.05,29,4.68,
Scotland,SWSRO,WEST LOTHIAN,Sparrowhawk,0.04,30,3.94,
Scotland,SWSRO,WEST LOTHIAN,Treecreeper,0.04,31,3.60,
Scotland,SWSRO,WEST LOTHIAN,Pied_wagtail,0.04,32,2.51,
Scotland,SWSRO,WEST LOTHIAN,Hooded_crow,0.03,33,2.16,
Scotland,SWSRO,WEST LOTHIAN,Black_headed_gull,0.03,34,1.43,
Scotland,SWSRO,WEST LOTHIAN,Herring_gull,0.03,35,1.43,
Scotland,SWSRO,WEST LOTHIAN,Blackcap,0.02,36,1.79,
Scotland,SWSRO,WEST LOTHIAN,Reed_bunting,0.02,37,1.43,
Scotland,SWSRO,WEST LOTHIAN,Moorhen,0.02,37,1.08,
Scotland,SWSRO,WEST LOTHIAN,Redwing,0.02,37,0.36,
Scotland,SWSRO,WEST LOTHIAN,Buzzard,0.01,40,1.08,
Scotland,SWSRO,WEST LOTHIAN,Redpoll,0.01,40,0.72,
Scotland,SWSRO,WEST LOTHIAN,Linnet,0.01,42,0.72,
Scotland,SWSRO,WEST LOTHIAN,Mistle_thrush,0.01,43,0.72,
Scotland,SWSRO,WEST LOTHIAN,Kestrel,0.01,44,0.72,
Scotland,SWSRO,WEST LOTHIAN,Grey_heron,0.01,44,0.72,
Scotland,SWSRO,WEST LOTHIAN,Raven,0.01,44,0.36,
Scotland,SWSRO,WEST LOTHIAN,Lesser_spotted_woodpecker,0.00,47,0.36,
Scotland,SWSRO,WEST LOTHIAN,Grey_wagtail,0.00,47,0.36,
Scotland,SWSRO,WEST LOTHIAN,Brambling,0.00,47,0.36,
Scotland,SWSRO,WEST LOTHIAN,Ring_necked_parakeet,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Lesser_black_backed_gull,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Tawny_owl,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Jay,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Chiffchaff,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Mallard,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Grey_partridge,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Waxwing,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Meadow_pipit,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Great_black_backed_gull,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Willow_tit,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Green_woodpecker,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Lapwing,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Corn_bunting,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Skylark,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Marsh_tit,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Red_kite,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Little_owl,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Fieldfare,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Stock_dove,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Nuthatch,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Barn_owl,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Black_redstart,0.00,50,0.00,
Scotland,SWSRO,WEST LOTHIAN,Red_legged_partridge,0.00,50,0.00,
Wales,WALES,BLAENAU GWENT,House_Sparrow,4.59,1,65.22,
Wales,WALES,BLAENAU GWENT,Jackdaw,3.90,2,62.30,
Wales,WALES,BLAENAU GWENT,Blackbird,2.77,3,95.65,
Wales,WALES,BLAENAU GWENT,Blue_Tit,2.20,4,79.35,
Wales,WALES,BLAENAU GWENT,Chaffinch,2.17,5,66.30,
Wales,WALES,BLAENAU GWENT,Robin,1.91,6,95.65,
Wales,WALES,BLAENAU GWENT,Starling,1.89,7,32.61,
Wales,WALES,BLAENAU GWENT,Long_tailed_tit,1.68,8,33.70,
Wales,WALES,BLAENAU GWENT,Coal_Tit,1.59,9,64.13,
Wales,WALES,BLAENAU GWENT,Great_Tit,1.58,10,63.04,
Wales,WALES,BLAENAU GWENT,Goldfinch,1.45,11,28.26,
Wales,WALES,BLAENAU GWENT,Dunnock,1.13,12,54.35,
Wales,WALES,BLAENAU GWENT,Greenfinch,1.09,13,42.39,
Wales,WALES,BLAENAU GWENT,Magpie,1.02,14,51.09,
Wales,WALES,BLAENAU GWENT,Collared_Dove,0.98,15,40.22,
Wales,WALES,BLAENAU GWENT,Carrion_crow,0.87,16,27.87,
Wales,WALES,BLAENAU GWENT,Siskin,0.77,17,14.75,
Wales,WALES,BLAENAU GWENT,Bullfinch,0.52,18,26.23,
Wales,WALES,BLAENAU GWENT,Wren,0.49,19,40.98,
Wales,WALES,BLAENAU GWENT,Song_Thrush,0.46,20,34.43,
Wales,WALES,BLAENAU GWENT,Nuthatch,0.28,21,18.03,
Wales,WALES,BLAENAU GWENT,Woodpigeon,0.27,22,14.13,
Wales,WALES,BLAENAU GWENT,Great_spotted_woodpecker,0.18,23,18.03,
Wales,WALES,BLAENAU GWENT,Fieldfare,0.15,24,1.64,
Wales,WALES,BLAENAU GWENT,Goldcrest,0.13,25,8.20,
Wales,WALES,BLAENAU GWENT,Tree_sparrow,0.11,26,8.20,
Wales,WALES,BLAENAU GWENT,Feral_pigeon,0.11,26,4.92,
Wales,WALES,BLAENAU GWENT,Redpoll,0.10,28,4.92,
Wales,WALES,BLAENAU GWENT,Treecreeper,0.08,29,8.20,
Wales,WALES,BLAENAU GWENT,Great_black_backed_gull,0.07,30,1.64,
Wales,WALES,BLAENAU GWENT,Mistle_thrush,0.07,30,3.28,
Wales,WALES,BLAENAU GWENT,Raven,0.07,30,3.28,
Wales,WALES,BLAENAU GWENT,Jay,0.05,33,3.28,
Wales,WALES,BLAENAU GWENT,Buzzard,0.05,33,4.92,
Wales,WALES,BLAENAU GWENT,Pied_wagtail,0.05,33,4.92,
Wales,WALES,BLAENAU GWENT,Green_woodpecker,0.03,36,3.28,
Wales,WALES,BLAENAU GWENT,Chiffchaff,0.02,37,1.64,
Wales,WALES,BLAENAU GWENT,Sparrowhawk,0.02,37,1.64,
Wales,WALES,BLAENAU GWENT,Grey_heron,0.02,37,1.64,
Wales,WALES,BLAENAU GWENT,Grey_wagtail,0.02,37,1.64,
Wales,WALES,BLAENAU GWENT,Brambling,0.02,37,1.64,
Wales,WALES,BLAENAU GWENT,Redwing,0.02,37,1.64,
Wales,WALES,BLAENAU GWENT,Herring_gull,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Ring_necked_parakeet,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Lesser_black_backed_gull,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Tawny_owl,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Rook,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Mallard,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Grey_partridge,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Waxwing,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Hooded_crow,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Linnet,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Kestrel,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Common_gull,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Meadow_pipit,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Willow_tit,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Reed_bunting,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Lapwing,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Corn_bunting,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Moorhen,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Yellowhammer,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Lesser_spotted_woodpecker,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Skylark,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Marsh_tit,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Red_kite,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Little_owl,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Stock_dove,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Black_headed_gull,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Barn_owl,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Pheasant,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Black_redstart,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Blackcap,0.00,43,0.00,
Wales,WALES,BLAENAU GWENT,Red_legged_partridge,0.00,43,0.00,
Wales,WALES,BRIDGEND,House_Sparrow,6.30,1,83.73,
Wales,WALES,BRIDGEND,Starling,4.35,2,58.27,
Wales,WALES,BRIDGEND,Blackbird,2.64,3,92.39,
Wales,WALES,BRIDGEND,Blue_Tit,2.17,4,75.59,
Wales,WALES,BRIDGEND,Chaffinch,2.01,5,55.91,
Wales,WALES,BRIDGEND,Long_tailed_tit,1.72,6,38.32,
Wales,WALES,BRIDGEND,Collared_Dove,1.51,7,63.25,
Wales,WALES,BRIDGEND,Jackdaw,1.50,8,41.67,
Wales,WALES,BRIDGEND,Robin,1.35,9,86.88,
Wales,WALES,BRIDGEND,Great_Tit,1.25,10,51.71,
Wales,WALES,BRIDGEND,Magpie,1.25,11,58.27,
Wales,WALES,BRIDGEND,Coal_Tit,1.09,12,51.97,
Wales,WALES,BRIDGEND,Greenfinch,0.99,13,28.35,
Wales,WALES,BRIDGEND,Dunnock,0.86,14,48.03,
Wales,WALES,BRIDGEND,Goldfinch,0.81,15,18.90,
Wales,WALES,BRIDGEND,Carrion_crow,0.63,16,22.22,
Wales,WALES,BRIDGEND,Woodpigeon,0.59,17,29.40,
Wales,WALES,BRIDGEND,Song_Thrush,0.55,18,40.87,
Wales,WALES,BRIDGEND,Black_headed_gull,0.38,19,1.98,
Wales,WALES,BRIDGEND,Common_gull,0.35,20,7.94,
Wales,WALES,BRIDGEND,Feral_pigeon,0.31,21,7.14,
Wales,WALES,BRIDGEND,Wren,0.30,22,25.00,
Wales,WALES,BRIDGEND,Nuthatch,0.27,23,19.84,
Wales,WALES,BRIDGEND,Bullfinch,0.21,24,8.73,
Wales,WALES,BRIDGEND,Mallard,0.16,25,1.19,
Wales,WALES,BRIDGEND,Corn_bunting,0.16,25,0.40,
Wales,WALES,BRIDGEND,Blackcap,0.15,27,10.71,
Wales,WALES,BRIDGEND,Herring_gull,0.14,28,2.78,
Wales,WALES,BRIDGEND,Pied_wagtail,0.12,29,9.52,
Wales,WALES,BRIDGEND,Great_spotted_woodpecker,0.12,30,10.32,
Wales,WALES,BRIDGEND,Rook,0.09,31,2.38,
Wales,WALES,BRIDGEND,Jay,0.08,32,3.17,
Wales,WALES,BRIDGEND,Siskin,0.08,32,3.17,
Wales,WALES,BRIDGEND,Tree_sparrow,0.08,34,1.98,
Wales,WALES,BRIDGEND,Moorhen,0.08,35,1.19,
Wales,WALES,BRIDGEND,Grey_wagtail,0.07,36,3.97,
Wales,WALES,BRIDGEND,Pheasant,0.06,37,3.57,
Wales,WALES,BRIDGEND,Lapwing,0.06,38,0.40,
Wales,WALES,BRIDGEND,Sparrowhawk,0.04,39,4.37,
Wales,WALES,BRIDGEND,Goldcrest,0.04,40,3.57,
Wales,WALES,BRIDGEND,Buzzard,0.03,41,2.78,
Wales,WALES,BRIDGEND,Reed_bunting,0.03,41,1.19,
Wales,WALES,BRIDGEND,Chiffchaff,0.02,43,0.79,
Wales,WALES,BRIDGEND,Grey_heron,0.02,43,1.98,
Wales,WALES,BRIDGEND,Mistle_thrush,0.02,43,1.98,
Wales,WALES,BRIDGEND,Redwing,0.02,43,1.19,
Wales,WALES,BRIDGEND,Treecreeper,0.02,47,1.98,
Wales,WALES,BRIDGEND,Green_woodpecker,0.02,48,1.59,
Wales,WALES,BRIDGEND,Lesser_spotted_woodpecker,0.02,48,1.19,
Wales,WALES,BRIDGEND,Brambling,0.02,48,1.19,
Wales,WALES,BRIDGEND,Raven,0.01,51,0.79,
Wales,WALES,BRIDGEND,Linnet,0.01,52,0.40,
Wales,WALES,BRIDGEND,Kestrel,0.01,52,0.79,
Wales,WALES,BRIDGEND,Meadow_pipit,0.01,52,0.79,
Wales,WALES,BRIDGEND,Great_black_backed_gull,0.01,52,0.40,
Wales,WALES,BRIDGEND,Stock_dove,0.01,52,0.79,
Wales,WALES,BRIDGEND,Lesser_black_backed_gull,0.00,57,0.40,
Wales,WALES,BRIDGEND,Grey_partridge,0.00,57,0.40,
Wales,WALES,BRIDGEND,Willow_tit,0.00,57,0.40,
Wales,WALES,BRIDGEND,Skylark,0.00,57,0.40,
Wales,WALES,BRIDGEND,Marsh_tit,0.00,57,0.40,
Wales,WALES,BRIDGEND,Barn_owl,0.00,57,0.40,
Wales,WALES,BRIDGEND,Ring_necked_parakeet,0.00,63,0.00,
Wales,WALES,BRIDGEND,Tawny_owl,0.00,63,0.00,
Wales,WALES,BRIDGEND,Waxwing,0.00,63,0.00,
Wales,WALES,BRIDGEND,Hooded_crow,0.00,63,0.00,
Wales,WALES,BRIDGEND,Redpoll,0.00,63,0.00,
Wales,WALES,BRIDGEND,Yellowhammer,0.00,63,0.00,
Wales,WALES,BRIDGEND,Red_kite,0.00,63,0.00,
Wales,WALES,BRIDGEND,Little_owl,0.00,63,0.00,
Wales,WALES,BRIDGEND,Fieldfare,0.00,63,0.00,
Wales,WALES,BRIDGEND,Black_redstart,0.00,63,0.00,
Wales,WALES,BRIDGEND,Red_legged_partridge,0.00,63,0.00,
Wales,WALES,CAERPHILLY,House_Sparrow,4.70,1,69.74,
Wales,WALES,CAERPHILLY,Blackbird,2.78,2,94.74,
Wales,WALES,CAERPHILLY,Starling,2.30,3,46.05,
Wales,WALES,CAERPHILLY,Chaffinch,2.23,4,58.55,
Wales,WALES,CAERPHILLY,Blue_Tit,2.18,5,74.12,
Wales,WALES,CAERPHILLY,Jackdaw,2.12,6,41.41,
Wales,WALES,CAERPHILLY,Long_tailed_tit,2.01,7,37.06,
Wales,WALES,CAERPHILLY,Robin,1.45,8,88.82,
Wales,WALES,CAERPHILLY,Great_Tit,1.34,9,55.48,
Wales,WALES,CAERPHILLY,Coal_Tit,1.22,10,57.02,
Wales,WALES,CAERPHILLY,Magpie,1.19,11,51.75,
Wales,WALES,CAERPHILLY,Collared_Dove,1.14,12,53.73,
Wales,WALES,CAERPHILLY,Dunnock,1.10,13,54.17,
Wales,WALES,CAERPHILLY,Greenfinch,1.04,14,34.65,
Wales,WALES,CAERPHILLY,Goldfinch,1.02,15,25.00,
Wales,WALES,CAERPHILLY,Siskin,0.59,16,13.80,
Wales,WALES,CAERPHILLY,Carrion_crow,0.57,17,20.54,
Wales,WALES,CAERPHILLY,Woodpigeon,0.57,18,29.82,
Wales,WALES,CAERPHILLY,Bullfinch,0.48,19,18.52,
Wales,WALES,CAERPHILLY,Song_Thrush,0.48,20,37.37,
Wales,WALES,CAERPHILLY,Nuthatch,0.37,21,23.91,
Wales,WALES,CAERPHILLY,Wren,0.30,22,25.93,
Wales,WALES,CAERPHILLY,Feral_pigeon,0.16,23,6.73,
Wales,WALES,CAERPHILLY,Great_spotted_woodpecker,0.16,24,13.47,
Wales,WALES,CAERPHILLY,Mallard,0.13,25,1.01,
Wales,WALES,CAERPHILLY,Tree_sparrow,0.11,26,2.69,
Wales,WALES,CAERPHILLY,Blackcap,0.09,27,6.40,
Wales,WALES,CAERPHILLY,Common_gull,0.08,28,4.04,
Wales,WALES,CAERPHILLY,Pied_wagtail,0.07,29,6.73,
Wales,WALES,CAERPHILLY,Jay,0.06,30,4.71,
Wales,WALES,CAERPHILLY,Goldcrest,0.05,31,4.38,
Wales,WALES,CAERPHILLY,Mistle_thrush,0.04,32,3.03,
Wales,WALES,CAERPHILLY,Rook,0.04,33,2.02,
Wales,WALES,CAERPHILLY,Buzzard,0.04,33,2.69,
Wales,WALES,CAERPHILLY,Sparrowhawk,0.03,35,2.69,
Wales,WALES,CAERPHILLY,Moorhen,0.02,36,0.67,
Wales,WALES,CAERPHILLY,Lesser_spotted_woodpecker,0.02,36,2.36,
Wales,WALES,CAERPHILLY,Hooded_crow,0.02,38,1.01,
Wales,WALES,CAERPHILLY,Treecreeper,0.02,38,2.02,
Wales,WALES,CAERPHILLY,Grey_wagtail,0.02,38,2.02,
Wales,WALES,CAERPHILLY,Brambling,0.02,38,1.35,
Wales,WALES,CAERPHILLY,Green_woodpecker,0.01,42,1.35,
Wales,WALES,CAERPHILLY,Grey_heron,0.01,42,1.35,
Wales,WALES,CAERPHILLY,Herring_gull,0.01,44,0.67,
Wales,WALES,CAERPHILLY,Tawny_owl,0.01,45,0.34,
Wales,WALES,CAERPHILLY,Chiffchaff,0.01,45,0.34,
Wales,WALES,CAERPHILLY,Linnet,0.01,45,0.34,
Wales,WALES,CAERPHILLY,Corn_bunting,0.01,45,0.34,
Wales,WALES,CAERPHILLY,Redpoll,0.00,49,0.34,
Wales,WALES,CAERPHILLY,Reed_bunting,0.00,49,0.34,
Wales,WALES,CAERPHILLY,Marsh_tit,0.00,49,0.34,
Wales,WALES,CAERPHILLY,Fieldfare,0.00,49,0.34,
Wales,WALES,CAERPHILLY,Stock_dove,0.00,49,0.34,
Wales,WALES,CAERPHILLY,Raven,0.00,49,0.34,
Wales,WALES,CAERPHILLY,Ring_necked_parakeet,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Lesser_black_backed_gull,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Grey_partridge,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Waxwing,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Kestrel,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Meadow_pipit,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Great_black_backed_gull,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Willow_tit,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Lapwing,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Yellowhammer,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Skylark,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Red_kite,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Little_owl,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Black_headed_gull,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Barn_owl,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Pheasant,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Black_redstart,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Red_legged_partridge,0.00,55,0.00,
Wales,WALES,CAERPHILLY,Redwing,0.00,55,0.00,
Wales,WALES,CARDIFF,House_Sparrow,5.07,1,70.67,
Wales,WALES,CARDIFF,Blackbird,2.21,2,90.85,
Wales,WALES,CARDIFF,Blue_Tit,1.83,3,71.66,
Wales,WALES,CARDIFF,Starling,1.80,4,33.63,
Wales,WALES,CARDIFF,Long_tailed_tit,1.54,5,33.27,
Wales,WALES,CARDIFF,Magpie,1.48,6,63.59,
Wales,WALES,CARDIFF,Feral_pigeon,1.22,7,25.44,
Wales,WALES,CARDIFF,Robin,1.15,8,77.49,
Wales,WALES,CARDIFF,Woodpigeon,1.10,9,50.94,
Wales,WALES,CARDIFF,Chaffinch,1.07,10,41.70,
Wales,WALES,CARDIFF,Great_Tit,0.96,11,47.00,
Wales,WALES,CARDIFF,Collared_Dove,0.88,12,40.45,
Wales,WALES,CARDIFF,Coal_Tit,0.87,13,45.83,
Wales,WALES,CARDIFF,Dunnock,0.65,14,36.95,
Wales,WALES,CARDIFF,Greenfinch,0.63,15,20.45,
Wales,WALES,CARDIFF,Goldfinch,0.56,16,12.56,
Wales,WALES,CARDIFF,Jackdaw,0.55,17,18.30,
Wales,WALES,CARDIFF,Carrion_crow,0.48,18,24.50,
Wales,WALES,CARDIFF,Siskin,0.24,19,5.52,
Wales,WALES,CARDIFF,Herring_gull,0.22,20,3.36,
Wales,WALES,CARDIFF,Wren,0.22,21,19.25,
Wales,WALES,CARDIFF,Song_Thrush,0.21,22,17.90,
Wales,WALES,CARDIFF,Blackcap,0.15,23,12.11,
Wales,WALES,CARDIFF,Bullfinch,0.15,24,7.94,
Wales,WALES,CARDIFF,Common_gull,0.15,25,4.71,
Wales,WALES,CARDIFF,Nuthatch,0.12,26,9.02,
Wales,WALES,CARDIFF,Mallard,0.11,27,0.40,
Wales,WALES,CARDIFF,Jay,0.10,28,6.46,
Wales,WALES,CARDIFF,Goldcrest,0.07,29,6.06,
Wales,WALES,CARDIFF,Great_spotted_woodpecker,0.06,30,5.25,
Wales,WALES,CARDIFF,Fieldfare,0.06,31,0.40,
Wales,WALES,CARDIFF,Pied_wagtail,0.05,32,3.23,
Wales,WALES,CARDIFF,Redwing,0.04,33,0.94,
Wales,WALES,CARDIFF,Lesser_black_backed_gull,0.04,34,1.62,
Wales,WALES,CARDIFF,Marsh_tit,0.03,35,0.54,
Wales,WALES,CARDIFF,Black_headed_gull,0.03,36,0.81,
Wales,WALES,CARDIFF,Rook,0.03,37,0.81,
Wales,WALES,CARDIFF,Tree_sparrow,0.03,38,1.08,
Wales,WALES,CARDIFF,Hooded_crow,0.02,39,0.94,
Wales,WALES,CARDIFF,Grey_wagtail,0.02,40,1.88,
Wales,WALES,CARDIFF,Sparrowhawk,0.02,41,2.02,
Wales,WALES,CARDIFF,Great_black_backed_gull,0.02,42,0.40,
Wales,WALES,CARDIFF,Redpoll,0.01,43,0.27,
Wales,WALES,CARDIFF,Moorhen,0.01,43,0.27,
Wales,WALES,CARDIFF,Mistle_thrush,0.01,43,1.08,
Wales,WALES,CARDIFF,Treecreeper,0.01,46,1.08,
Wales,WALES,CARDIFF,Green_woodpecker,0.01,46,1.35,
Wales,WALES,CARDIFF,Chiffchaff,0.01,48,0.54,
Wales,WALES,CARDIFF,Buzzard,0.01,49,0.94,
Wales,WALES,CARDIFF,Lesser_spotted_woodpecker,0.01,50,0.67,
Wales,WALES,CARDIFF,Grey_heron,0.01,50,0.67,
Wales,WALES,CARDIFF,Skylark,0.01,52,0.13,
Wales,WALES,CARDIFF,Pheasant,0.01,52,0.13,
Wales,WALES,CARDIFF,Raven,0.01,52,0.27,
Wales,WALES,CARDIFF,Stock_dove,0.00,55,0.27,
Wales,WALES,CARDIFF,Black_redstart,0.00,55,0.13,
Wales,WALES,CARDIFF,Red_legged_partridge,0.00,55,0.13,
Wales,WALES,CARDIFF,Brambling,0.00,55,0.27,
Wales,WALES,CARDIFF,Willow_tit,0.00,59,0.27,
Wales,WALES,CARDIFF,Corn_bunting,0.00,59,0.13,
Wales,WALES,CARDIFF,Ring_necked_parakeet,0.00,61,0.13,
Wales,WALES,CARDIFF,Tawny_owl,0.00,61,0.13,
Wales,WALES,CARDIFF,Grey_partridge,0.00,63,0.00,
Wales,WALES,CARDIFF,Waxwing,0.00,63,0.00,
Wales,WALES,CARDIFF,Linnet,0.00,63,0.00,
Wales,WALES,CARDIFF,Kestrel,0.00,63,0.00,
Wales,WALES,CARDIFF,Meadow_pipit,0.00,63,0.00,
Wales,WALES,CARDIFF,Reed_bunting,0.00,63,0.00,
